region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Europe & Central Asia,ECA,Albania,ALB,2018,national,HBS,national,2018,consumption,3,2018 - 2020,2.15,4.8107047618882264e-4,5.6359287247404045e-5,6.735117264316545e-6,6.002709457650338e-5,13.316507079860184,11.639976154610684,0.15240441423027568,0.3014828173658326,0.2659301163784732,0.03169825829292242,0.0476817502487478,0.059720402218538596,0.07073262013401538,0.08135162566074625,0.0934527834400185,0.10747296732071793,0.1259714119515407,0.1544950574241667,0.22742312330857783,1.020280552102178,50.3573722839355,2866376,4431.55560679714,3461.66438348691,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2018,national,SILC-C,national,2018,income,4,2016 - 2018,2.15,0.038929823491467785,0.0113221197723575,0.005091755975449917,0.015600487451693762,10.897241682947381,9.199628470026319,0.2330512870273358,0.3598875190138544,0.3192450327926501,0.021487139377576195,0.038549062235463796,0.05140691956048292,0.06394037943240884,0.07729601671486006,0.09135013704602163,0.10672525575146657,0.1267871145041633,0.16243928708362887,0.26001868829393315,1.020280552102178,50.3573722839355,2866376,4431.55560679714,3461.66438348691,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2019,national,HBS,national,2019,consumption,3,2018 - 2020,2.15,0,0,0,0,13.749830812247483,11.611523963457966,0.14745880198308398,0.3011576830456506,0.26233387493994403,0.035337648135450726,0.04975571356394667,0.060139034166821606,0.06944934561512298,0.07935722297932948,0.0903912394710773,0.10381863911608091,0.12316567625649211,0.15223933837961356,0.23634614231606266,1.034677627531082,50.3573722839355,2854191,4543.38772250631,3591.29258687713,FALSE,micro,survey
Europe & Central Asia,ECA,Albania,ALB,2020,national,HBS,national,2020,consumption,3,2018 - 2020,2.15,2.1277363604665716e-4,1.1518102672541695e-5,6.235109369758614e-7,1.1841586507973668e-5,13.952189784017557,12.064706607362313,0.14273628597241111,0.2941962981707301,0.2563543132453835,0.03413417458443127,0.05029507909251488,0.060906266476448395,0.07108508248248016,0.08107182245813094,0.09219557765288428,0.10564971686444119,0.1244230762400913,0.15264320091311656,0.22759600323546036,1.051448609443547,50.3573722839355,2837849,4418.66088547605,3489.23344337281,FALSE,micro,survey
Other High Income Countries,OHI,United Arab Emirates,ARE,2013,national,HIES,national,2013.42,income,0,2013 - 2018,2.15,0,0,0,0,72.45095058716736,65.14401583122728,0.19533358600794656,0.32510420891245884,0.32329305129227487,0.02349732671315663,0.03864284065336121,0.05306622825917651,0.06738315327854094,0.08218639588931276,0.09817661998560301,0.11635509093754426,0.1384275797935719,0.16791160988343434,0.21435315460629845,0.915027112271092,2.83484387397766,8751847,38034.9683997314,15943.3343606467,FALSE,group,survey
Other High Income Countries,OHI,United Arab Emirates,ARE,2018,national,HIES,national,2018,income,0,2013 - 2018,2.15,0,0,0,0,78.77590282446477,72.12141495338871,0.11142685373910223,0.2596627908793754,0.23970653776606385,0.03975935808113831,0.05241254661416213,0.0632955568001682,0.07422242111492158,0.08561430892063263,0.09783872905626517,0.11142228586688191,0.1273832552367521,0.14848605691526606,0.19956548139381192,1.030686345014827,2.83484387397766,9140169,43644.1470474986,16365.3201710549,FALSE,group,survey
Latin America & Caribbean,LAC,Argentina,ARG,1980,urban,EPH,urban,1980,income,0,1980 - 1991,2.15,0.0030901245117187495,0.0017908596258642522,0.0017808596258642522,1.257839395404567e-4,32.47283363214869,24.830716979514776,0.29184721081587944,0.40830860456044704,0.3728986423546511,0.020098563613480724,0.03286435476152827,0.044929876960595694,0.0569785851116954,0.06968903343150346,0.08394564044552044,0.10122462683934463,0.12467998153657633,0.16383563008687085,0.3017537072128842,0.0548937504873377,10.8079395294189,23228918,10270.9561180014,NA,FALSE,group,survey
Latin America & Caribbean,LAC,Argentina,ARG,1986,urban,EPH,urban,1986,income,0,1980 - 1991,2.15,0.011191321131303028,0.01110642714829652,0.011064216818678745,1.160967378632368e-4,35.16755176243155,25.367317164762714,0.3314282934552873,0.42808886993539996,0.384636536129654,0.017675406614673934,0.03358614410341457,0.04352612354636689,0.05518630294551077,0.06666024311523655,0.07979804632537238,0.09738690740172373,0.12087514770504071,0.16322485068602544,0.3220808275566338,0.0140699432367712,10.8079395294189,26272907,9397.88360849477,NA,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1987,urban,EPH,urban,1987,income,0,1980 - 1991,2.15,0.011860859177731803,0.008901203062180178,0.008189006858858034,0.0012215018890747167,32.14556881159745,22.359614372325073,0.3699705799852675,0.45276366076961994,0.4103199721174334,0.015614526789324151,0.03014507986040809,0.04118912211609146,0.05193568091366539,0.0634264309815544,0.07723606576697889,0.09513530880207421,0.11948501188344407,0.16331387643848927,0.3425188964479714,0.0325486599241444,10.8079395294189,26797140,9507.33981264281,NA,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1991,urban,EPH,urban,1991,income,0,1980 - 1991,2.15,0.009720286286715861,0.006411142552953831,0.005323410774877522,0.002476834640802534,22.811040212385034,15.11462828024421,0.38243556081343855,0.46761739105940003,0.40579013457236757,0.017441498750865436,0.030524456275854508,0.04059125335530934,0.050023312961252384,0.06058551589889283,0.07238353794313365,0.08890905344432753,0.11407481710575662,0.1593735016195595,0.3660930526450491,328.9091826573242,10.8079395294189,28910601,8762.66138351332,NA,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1992,urban,EPH,urban,1992,income,1,1992 - 1997,2.15,0.016737125255337472,0.011135736046581099,0.009694732413925674,0.00429770823607918,23.004458647534335,15.807516691565846,0.36932951373864237,0.4546809298082466,0.4275383694307858,0.016000994546306123,0.030004012747366436,0.04069653949328568,0.05124020954208208,0.06211362268470161,0.07651933822749535,0.09418862005479217,0.12062090088771771,0.1657445452756509,0.34287121654060615,0.0388075260133433,10.8079395294189,29386348,9327.8594509636,NA,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1993,urban,EPH,urban,1993,income,1,1992 - 1997,2.15,0.019766661716605172,0.011567194688815051,0.009672118653778265,0.00457399597499728,23.052838615797416,16.156161376506738,0.36626704163539237,0.44856285851712907,0.421862677314193,0.014835972781062353,0.02966929711396894,0.0409683422362016,0.05217328478078104,0.06421467095623551,0.07897912959961662,0.09670684249838896,0.12340590099710969,0.16703266703330621,0.33201389200335174,0.0422503327572932,10.8079395294189,29859584,9957.25652230492,6139.43515672298,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1994,urban,EPH,urban,1994,income,1,1992 - 1997,2.15,0.019113265993225735,0.013903355264059414,0.012540566689980623,0.003198482031513846,22.774398125122293,15.622387410666104,0.3802998646724849,0.4591680359255017,0.42719632412181596,0.014955481664615846,0.02881974460487638,0.039553344781239695,0.05068311802130655,0.06316428731022478,0.07716034813911526,0.095016095666065,0.12103429977314051,0.16514749854028032,0.34446578149914253,0.0438107401316383,10.8079395294189,30336257,10397.3792874496,6424.87141027683,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1995,urban,EPH,urban,1995,income,1,1992 - 1997,2.15,0.03855434388905231,0.021997304668318063,0.017947028837283205,0.009316805156287607,21.633886897117844,14.441226038607446,0.44065900502362,0.48904403250272654,0.4476412303928082,0.011322042771839123,0.026299829780502645,0.03685872497050431,0.047344879798854406,0.05911788941540155,0.0735717995388453,0.0907483992936216,0.1168464525691782,0.168133517655709,0.3697564642055182,0.0447610580882584,10.8079395294189,30809888,9969.33157579723,6063.19657045336,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1996,urban,EPH,urban,1996,income,1,1992 - 1997,2.15,0.04217567183876308,0.02740052533941041,0.023677330427694127,0.014206876276480193,21.192957128337405,13.854637260783688,0.46001372460387063,0.4952442938019691,0.4711066306979106,0.010343960911999888,0.02480582913214299,0.03555823865478406,0.04641772838670283,0.058342611874776504,0.07302752478117655,0.09193114581106282,0.11987400743450277,0.1708931369658115,0.3688058160470421,0.0448526727076104,10.8079395294189,31272164,10388.5387104408,6318.62332761053,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1997,urban,EPH,urban,1997,income,1,1992 - 1997,2.15,0.037657508072568686,0.021998771770851355,0.018272514765511724,0.010271798124057275,22.206741947777726,14.83567951608312,0.4495536172745277,0.4911047521919294,0.47380889609469745,0.010825259231658248,0.024650818871693268,0.035191834808249764,0.04684666233054807,0.05938312596935545,0.07307978246984881,0.09274430971141037,0.12075407865966847,0.17278167686513468,0.3637424510824453,0.0451087417571338,10.8079395294189,31720057,11097.3820634618,6803.80069334549,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1998,urban,EPH,urban,1998,income,2,1998 - 2002,2.15,0.03969188794173526,0.020836896722930685,0.015865341613662824,0.012583368440860021,21.563793755146154,13.572866920092123,0.47740464458817805,0.5073364377897182,0.495062075115121,0.010650679164146342,0.023429423887835633,0.0336498544384459,0.04435064675670938,0.056355691006199415,0.0706492382014913,0.09054731773060093,0.119587087230416,0.17026483771398665,0.38051522387016956,0.0456077133166349,10.8079395294189,32160222,11391.9451576314,6959.16995825289,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,1999,urban,EPH,urban,1999,income,2,1998 - 2002,2.15,0.04187958436971518,0.02367323058949632,0.01892955772419134,0.014529685959560525,20.554685419916495,13.479604343420995,0.46181178511889337,0.4979204137208141,0.48547114133500713,0.01070688820925168,0.02418437644180162,0.034641022758618495,0.045220469729274904,0.0579560469607141,0.07291163242705062,0.09186759807328296,0.1209112651049391,0.17111602381706476,0.3704846764779952,0.0446820943055571,10.8079395294189,32603604,10880.2062074837,6741.99420777259,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2000,urban,EPH,urban,2000,income,2,1998 - 2002,2.15,0.04988261360311833,0.027054740197440617,0.02065473075873066,0.020914589893160508,20.104942673740318,12.820308261508506,0.4927968981152673,0.5106395767594252,0.509470493505889,0.009485223425862811,0.02237440299243336,0.032494039084758695,0.04327247847221423,0.055986881439042596,0.07175246804100557,0.09107355492673996,0.12206225232853618,0.17449413964892074,0.3770045596404923,0.0443699167810238,10.8079395294189,33045629,10672.7220353121,6622.04746890035,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2001,urban,EPH,urban,2001,income,2,1998 - 2002,2.15,0.08234786824942257,0.04531901971025274,0.035057120643654134,0.033119656828906274,18.51360410736052,11.441447860801613,0.5509105013980488,0.5334310600620975,0.5392328299302577,0.006526376173232074,0.019296527200881115,0.030172266588410778,0.0407433822144752,0.053451520431385374,0.0691616259842957,0.08998961021576221,0.12064387352878464,0.175240686452296,0.39477413121045346,0.0438680605084521,10.8079395294189,33480950,10090.6534434286,6173.61957818371,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2002,urban,EPH,urban,2002,income,2,1998 - 2002,2.15,0.12447154538825381,0.04867050893291299,0.028951005195434417,0.053883129826749684,13.004920748939059,7.848625418884066,0.5422985801296776,0.537937583377964,0.5352598360298753,0.008732535291925837,0.018852682946553824,0.028994097463136366,0.04044268153640738,0.05326276144120942,0.06846564427028773,0.08686492581515246,0.11659371582402306,0.172728282198027,0.4050626732132865,0.0607518380940446,10.8079395294189,33910889,8895.31964210751,5230.98707466048,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2003,urban,EPHC-S2,urban,2003,income,3,2003 - 2021,2.15,0.05279262617509413,0.01944456775456512,0.011287099152397735,0.023549263474030628,18.40442953639817,11.591648935014092,0.4864336376292249,0.5089715698379784,0.5123713550693934,0.010723922989278304,0.022316373413679882,0.03226008902115802,0.04374216281940563,0.05582353131079332,0.07133440568945415,0.09248009767346,0.12248918470150383,0.17197699290751195,0.37685323947374527,0.0631413023354637,10.8079395294189,34330154,9581.96979219468,5600.19117402276,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2004,urban,EPHC-S2,urban,2004,income,3,2003 - 2021,2.15,0.038130063030752975,0.012640329167065532,0.007069391223786841,0.014338013727248942,19.838153836574968,13.447348042848038,0.435193829999129,0.4837703458741336,0.47601936977280634,0.012060066333572449,0.023985109765879552,0.0347926113010186,0.04652523469846216,0.06013605353222298,0.07574782585837042,0.09567388241630931,0.12542631859333336,0.17329296152784784,0.352359935972996,0.0666531960772887,10.8079395294189,34747780,10341.6434058805,6070.24060137833,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2005,urban,EPHC-S2,urban,2005,income,3,2003 - 2021,2.15,0.026311788198387597,0.008959691035174671,0.005115731137856866,0.009058032555153958,21.820698311055192,14.93226300685278,0.4204570379860125,0.4770735509214674,0.46294443057872,0.012617394423738455,0.025068457409934086,0.03583408745527904,0.04775909981688847,0.06098596631665239,0.07647673462690932,0.09647541923933656,0.12447645119439482,0.17136346100284378,0.348942928514015,0.0738304997178246,10.8079395294189,35175563,11141.3106718375,6451.96264700318,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2006,urban,EPHC-S2,urban,2006,income,3,2003 - 2021,2.15,0.02118256007752174,0.007969473063886335,0.004577282313143841,0.009330074558730403,24.1669155266929,17.068175884369055,0.4008061347027139,0.46346079967163545,0.4461765505775078,0.012962689232315886,0.02632523589245507,0.037600248157314956,0.0495520697363066,0.06305456251741284,0.07902273856543476,0.09937141430769864,0.12563519006275964,0.16912830488130476,0.33734754664700706,0.0814713181950467,10.8079395294189,35608120,11913.9585322637,7085.16602872579,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2007,urban,EPHC-S2,urban,2007,income,3,2003 - 2021,2.15,0.017236683275573622,0.006637430786007526,0.004199943100446692,0.005960505758368208,24.924784799812087,17.631635817269,0.3923191189955995,0.4617355631333476,0.44390863386541873,0.014022938137254692,0.026843158265261777,0.037292855115419216,0.04940773878271952,0.06306610772220911,0.07896879369574072,0.09916200567805367,0.12515809023772217,0.16935567820876513,0.33672263415684955,0.0997463665722758,10.8079395294189,36034446,12857.0925770961,7669.27329593239,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2008,urban,EPHC-S2,urban,2008,income,3,2003 - 2021,2.15,0.01586670205514223,0.00611823830643666,0.0037427034513176707,0.005901346603292796,25.513299640923076,18.42694314272367,0.3722772250898929,0.44876790267118216,0.430571126528175,0.014130928793037841,0.02790220135552186,0.039563217195883564,0.051579018464756266,0.06473960529411071,0.08048680941271075,0.10004750908606885,0.12739410185762595,0.17008060649539225,0.3240760020448772,0.125182322461113,10.8079395294189,36459843,13246.6348917152,8143.67376678509,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2009,urban,EPHC-S2,urban,2009,income,3,2003 - 2021,2.15,0.015240720327453125,0.005343826642833262,0.0032068563874647978,0.004655842114464603,26.40029743239909,19.675026347127123,0.3530367598433973,0.4365419704989163,0.41488093735871695,0.01454072705740226,0.028685024688080492,0.04086348950830897,0.05327399460964674,0.06709596035696128,0.08271915045689035,0.10169120553632566,0.12810646263917835,0.17052895357620868,0.31249503157101033,0.1426685678053902,10.8079395294189,36897033,12336.8619385237,7626.36003840856,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2010,urban,EPHC-S2,urban,2010,income,3,2003 - 2021,2.15,0.0074932941081667,0.0030185935783855044,0.0020268761026144442,0.002374640404562019,27.20614552284354,20.234128972463175,0.34358808314046807,0.4358321825728346,0.40745665886487387,0.01594541496624953,0.02971151783264179,0.04095622711104981,0.053123853297852616,0.06659046373183125,0.08221177620779041,0.10052277169239737,0.1252342659646768,0.16870260129018222,0.3170011079053122,0.1777357651819065,10.8079395294189,37055902,13551.3391940229,8457.96700369092,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2011,urban,EPHC-S2,urban,2011,income,3,2003 - 2021,2.15,0.007074195097729651,0.002913979421315613,0.001935304899101818,0.002390991745766582,28.93932174652132,21.541291297889206,0.32680068040510313,0.42645280639792227,0.4042671242417493,0.017143779151544428,0.030782942261232384,0.04207833127332269,0.05425096621427995,0.06733439135666536,0.08297791868863466,0.10112743604502372,0.12631691760307379,0.16841632394662565,0.3095709934596047,0.2162592441892746,10.8079395294189,37543830,14200.2698890608,9144.32049404601,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2012,urban,EPHC-S2,urban,2012,income,3,2003 - 2021,2.15,0.006407886015105235,0.002968511371916634,0.0020247478969783335,0.0030144180326104873,28.67457637475462,21.868210582372875,0.3092803598105973,0.41326197939246523,0.39407052119350217,0.017429382427122248,0.032386126440729364,0.04374753336762351,0.055740749434116305,0.06893342124197768,0.08496774223559167,0.1035863365934428,0.1281763334676843,0.1681999496868316,0.2968324251048692,0.2710616285588012,10.8079395294189,38027774,13895.6337072986,9141.32692467183,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2013,urban,EPHC-S2,urban,2013,income,3,2003 - 2021,2.15,0.006225353260676874,0.0028343961315033953,0.0020456263646780773,0.0019612469152321477,28.790789294951118,22.237562369794666,0.30272056814211223,0.40945442197590753,0.3881215233173816,0.017864288323526496,0.0324132285486231,0.0439003495926871,0.0561956108764228,0.0699554113930689,0.08579376688049392,0.10423931237586237,0.12845304711386218,0.16746610238086157,0.2937188825145971,0.3434163305573046,10.8079395294189,38509756,14071.5086831557,9368.5477700906,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2014,urban,EPHC-S2,urban,2014,income,3,2003 - 2021,2.15,0.0061246745755009924,0.0027309397633590695,0.001953441263557407,0.0019333968774085655,26.947942230014434,20.304642077245926,0.30902748959020754,0.4163278985481589,0.40094183531979416,0.018312523080018378,0.03220706324092361,0.043133037335110674,0.05444099595418882,0.06822588983897332,0.08377229792557506,0.10298011613320407,0.1284802307895364,0.16923606390001966,0.29921178180244634,0.4819824839792599,10.8079395294189,38990109,13567.9484159809,8862.27025201094,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2016,urban,EPHC-S2,urban,2016,income,3,2003 - 2021,2.15,0.0066754935526147086,0.0027078294518148166,0.0018934471379268118,0.002075820719023306,28.14445059642707,21.243942841267746,0.31684532723802256,0.4203252890095214,0.39651683802690896,0.01763788348832351,0.0315548409830141,0.042867023941229127,0.05483289482890101,0.06814426766648912,0.08364492198060944,0.10165673712240297,0.12744559354042595,0.16802258722988372,0.30419324921869195,0.8544163764548623,10.8079395294189,39940546,13360.2118345982,8922.06360269184,FALSE,micro,survey
Latin America & Caribbean,LAC,Argentina,ARG,2017,urban,EPHC-S2,urban,2017,income,3,2003 - 2021,2.15,0.004240273951590302,0.0020553414788643917,0.0015942770793386002,0.0010219640441094578,29.557883653481515,22.573417085390055,0.30350056490468125,0.4113448843872838,0.3881618127145143,0.017860054716687532,0.03282919686966636,0.04418260032110792,0.056014606608649264,0.06934219306885075,0.0847106911264617,0.10305623468826886,0.12756055966548485,0.1673996664849161,0.2970441964499023,1.05102254429587,10.8079395294189,40410674,13595.0373551081,9197.19895562786,FALSE,micro,survey
