"","GCAM_region_ID","Indicator.Name","region","year","value"
"142",14,"Population, male","Europe_Eastern","1964",25079595
"143",15,"Population, male","Europe_Non_EU","1964",24503673
"144",16,"Population, male","European Free Trade Association","1964",4762307
"145",17,"Population, male","India","1964",252612930
"146",18,"Population, male","Indonesia","1964",49281528
"147",19,"Population, male","Japan","1964",47623010
"148",20,"Population, male","Mexico","1964",20765815
"149",21,"Population, male","Middle East","1964",27944696
"150",22,"Population, male","Pakistan","1964",27153709
"151",23,"Population, male","Russia","1964",56712371
"152",24,"Population, male","South Africa","1964",9496079
"153",25,"Population, male","South America_Northern","1964",5195924
"154",26,"Population, male","South America_Southern","1964",17121227
"155",27,"Population, male","South Asia","1964",45609461
"156",28,"Population, male","South Korea","1964",14079553
"157",29,"Population, male","Southeast Asia","1964",78566873
"158",30,"Population, total","Taiwan","1964",0
"159",31,"Population, male","Argentina","1964",10831793
"160",32,"Population, male","Colombia","1964",8847794
"161",1,"Population, male","USA","1965",97020460
"162",2,"Population, male","Africa_Eastern","1965",36604772
"163",3,"Population, male","Africa_Northern","1965",31688959
"164",4,"Population, male","Africa_Southern","1965",19483816
"165",5,"Population, male","Africa_Western","1965",62377412
"166",6,"Population, male","Australia_NZ","1965",7054202
"167",7,"Population, male","Brazil","1965",42341802
"168",8,"Population, male","Canada","1965",9891746
"169",9,"Population, male","Central America and Caribbean","1965",17759932
"170",10,"Population, male","Central Asia","1965",19339097
"171",11,"Population, male","China","1965",366753923
"172",12,"Population, male","EU-12","1965",44646246
"173",13,"Population, male","EU-15","1965",159733093
"174",14,"Population, male","Europe_Eastern","1965",25380630
"175",15,"Population, male","Europe_Non_EU","1965",24986819
"176",16,"Population, male","European Free Trade Association","1965",4813497
"177",17,"Population, male","India","1965",258373487
"178",18,"Population, male","Indonesia","1965",50487080
"179",19,"Population, male","Japan","1965",48147303
"180",20,"Population, male","Mexico","1965",21467510
"181",21,"Population, male","Middle East","1965",28849527
"182",22,"Population, male","Pakistan","1965",27810773
"183",23,"Population, male","Russia","1965",57451440
"184",24,"Population, male","South Africa","1965",9774939
"185",25,"Population, male","South America_Northern","1965",5366104
"186",26,"Population, male","South America_Southern","1965",17535276
"187",27,"Population, male","South Asia","1965",46852593
"188",28,"Population, male","South Korea","1965",14457525
"189",29,"Population, male","Southeast Asia","1965",80669335
"190",30,"Population, total","Taiwan","1965",0
"191",31,"Population, male","Argentina","1965",10994680
"192",32,"Population, male","Colombia","1965",9118899
"193",1,"Population, male","USA","1966",97916670
"194",2,"Population, male","Africa_Eastern","1966",37647629
"195",3,"Population, male","Africa_Northern","1966",32466860
"196",4,"Population, male","Africa_Southern","1966",19982603
"197",5,"Population, male","Africa_Western","1966",63861497
"198",6,"Population, male","Australia_NZ","1966",7207750
"199",7,"Population, male","Brazil","1966",43501291
"200",8,"Population, male","Canada","1966",10069210
"201",9,"Population, male","Central America and Caribbean","1966",18192216
"202",10,"Population, male","Central Asia","1966",19919030
"203",11,"Population, male","China","1966",376953980
"204",12,"Population, male","EU-12","1966",44995093
"205",13,"Population, male","EU-15","1966",161088622
"206",14,"Population, male","Europe_Eastern","1966",25668467
"207",15,"Population, male","Europe_Non_EU","1966",25488164
"208",16,"Population, male","European Free Trade Association","1966",4861758
"209",17,"Population, male","India","1966",264041608
"210",18,"Population, male","Indonesia","1966",51646935
"211",19,"Population, male","Japan","1966",48596109
"212",20,"Population, male","Mexico","1966",22188685
"213",21,"Population, male","Middle East","1966",29777812
"214",22,"Population, male","Pakistan","1966",28501400
"215",23,"Population, male","Russia","1966",57875108
"216",24,"Population, male","South Africa","1966",10062791
"217",25,"Population, male","South America_Northern","1966",5538461
"218",26,"Population, male","South America_Southern","1966",17954526
"219",27,"Population, male","South Asia","1966",48127238
"220",28,"Population, male","South Korea","1966",14829724
"221",29,"Population, male","Southeast Asia","1966",82785365
"222",30,"Population, total","Taiwan","1966",0
"223",31,"Population, male","Argentina","1966",11160113
"224",32,"Population, male","Colombia","1966",9389974
"225",1,"Population, male","USA","1967",98732866
"226",2,"Population, male","Africa_Eastern","1967",38726839
"227",3,"Population, male","Africa_Northern","1967",33272520
"228",4,"Population, male","Africa_Southern","1967",20496459
"229",5,"Population, male","Africa_Western","1967",65384237
"230",6,"Population, male","Australia_NZ","1967",7302514
"231",7,"Population, male","Brazil","1967",44654516
"232",8,"Population, male","Canada","1967",10245973
"233",9,"Population, male","Central America and Caribbean","1967",18629436
"234",10,"Population, male","Central Asia","1967",20483425
"235",11,"Population, male","China","1967",386659865
"236",12,"Population, male","EU-12","1967",45431470
"237",13,"Population, male","EU-15","1967",162307089
"238",14,"Population, male","Europe_Eastern","1967",25955767
"239",15,"Population, male","Europe_Non_EU","1967",26007843
"240",16,"Population, male","European Free Trade Association","1967",4917018
"241",17,"Population, male","India","1967",269770979
"242",18,"Population, male","Indonesia","1967",52999128
"243",19,"Population, male","Japan","1967",49110132
"244",20,"Population, male","Mexico","1967",22927082
"245",21,"Population, male","Middle East","1967",30761204
"246",22,"Population, male","Pakistan","1967",29228649
"247",23,"Population, male","Russia","1967",58289869
"248",24,"Population, male","South Africa","1967",10359445
"249",25,"Population, male","South America_Northern","1967",5713265
"250",26,"Population, male","South America_Southern","1967",18378944
"251",27,"Population, male","South Asia","1967",49450251
"252",28,"Population, male","South Korea","1967",15174605
"253",29,"Population, male","Southeast Asia","1967",84922252
"254",30,"Population, total","Taiwan","1967",0
"255",31,"Population, male","Argentina","1967",11327623
"256",32,"Population, male","Colombia","1967",9659663
"257",1,"Population, male","USA","1968",99539360
"258",2,"Population, male","Africa_Eastern","1968",39862894
"259",3,"Population, male","Africa_Northern","1968",34095517
"260",4,"Population, male","Africa_Southern","1968",21038983
"261",5,"Population, male","Africa_Western","1968",66951682
"262",6,"Population, male","Australia_NZ","1968",7416018
"263",7,"Population, male","Brazil","1968",45803221
"264",8,"Population, male","Canada","1968",10406746
"265",9,"Population, male","Central America and Caribbean","1968",19069053
"266",10,"Population, male","Central Asia","1968",21042598
"267",11,"Population, male","China","1968",396796288
"268",12,"Population, male","EU-12","1968",45837691
"269",13,"Population, male","EU-15","1968",163444381
"270",14,"Population, male","Europe_Eastern","1968",26229232
"271",15,"Population, male","Europe_Non_EU","1968",26517866
"272",16,"Population, male","European Free Trade Association","1968",4973533
"273",17,"Population, male","India","1968",275736482
"274",18,"Population, male","Indonesia","1968",54444848
"275",19,"Population, male","Japan","1968",49680393
"276",20,"Population, male","Mexico","1968",23683883
"277",21,"Population, male","Middle East","1968",31761088
"278",22,"Population, male","Pakistan","1968",29988206
"279",23,"Population, male","Russia","1968",58704423
"280",24,"Population, male","South Africa","1968",10665272
"281",25,"Population, male","South America_Northern","1968",5890652
"282",26,"Population, male","South America_Southern","1968",18810461
"283",27,"Population, male","South Asia","1968",50812404
"284",28,"Population, male","South Korea","1968",15524621
"285",29,"Population, male","Southeast Asia","1968",87062080
"286",30,"Population, total","Taiwan","1968",0
"287",31,"Population, male","Argentina","1968",11495179
"288",32,"Population, male","Colombia","1968",9927339
"289",1,"Population, male","USA","1969",100439676
"290",2,"Population, male","Africa_Eastern","1969",41030732
"291",3,"Population, male","Africa_Northern","1969",34926014
"292",4,"Population, male","Africa_Southern","1969",21615082
"293",5,"Population, male","Africa_Western","1969",68574233
"294",6,"Population, male","Australia_NZ","1969",7553233
"295",7,"Population, male","Brazil","1969",46954565
"296",8,"Population, male","Canada","1969",10541470
"297",9,"Population, male","Central America and Caribbean","1969",19510919
"298",10,"Population, male","Central Asia","1969",21588518
"299",11,"Population, male","China","1969",407740952
"300",12,"Population, male","EU-12","1969",46183987
"301",13,"Population, male","EU-15","1969",164561230
"302",14,"Population, male","Europe_Eastern","1969",26475367
"303",15,"Population, male","Europe_Non_EU","1969",27018166
"304",16,"Population, male","European Free Trade Association","1969",5025017
"305",17,"Population, male","India","1969",281934206
"306",18,"Population, male","Indonesia","1969",55956550
"307",19,"Population, male","Japan","1969",50290247
"308",20,"Population, male","Mexico","1969",24455874
"309",21,"Population, male","Middle East","1969",32823879
"310",22,"Population, male","Pakistan","1969",30776207
"311",23,"Population, male","Russia","1969",59116615
"312",24,"Population, male","South Africa","1969",10978417
"313",25,"Population, male","South America_Northern","1969",6070288
"314",26,"Population, male","South America_Southern","1969",19248309
"315",27,"Population, male","South Asia","1969",52172372
"316",28,"Population, male","South Korea","1969",15873294
"317",29,"Population, male","Southeast Asia","1969",89212775
"318",30,"Population, total","Taiwan","1969",0
"319",31,"Population, male","Argentina","1969",11663371
"320",32,"Population, male","Colombia","1969",10190531
"321",1,"Population, male","USA","1970",101632210
"322",2,"Population, male","Africa_Eastern","1970",42231692
"323",3,"Population, male","Africa_Northern","1970",35761683
"324",4,"Population, male","Africa_Southern","1970",22214341
"325",5,"Population, male","Africa_Western","1970",70269047
"326",6,"Population, male","Australia_NZ","1970",7692390
"327",7,"Population, male","Brazil","1970",48120365
"328",8,"Population, male","Canada","1970",10690634
"329",9,"Population, male","Central America and Caribbean","1970",19956365
"330",10,"Population, male","Central Asia","1970",22105844
"331",11,"Population, male","China","1970",419113454
"332",12,"Population, male","EU-12","1970",46433868
"333",13,"Population, male","EU-15","1970",165516511
"334",14,"Population, male","Europe_Eastern","1970",26656988
"335",15,"Population, male","Europe_Non_EU","1970",27522492
"336",16,"Population, male","European Free Trade Association","1970",5061248
"337",17,"Population, male","India","1970",288292405
"338",18,"Population, male","Indonesia","1970",57502387
"339",19,"Population, male","Japan","1970",50889572
"340",20,"Population, male","Mexico","1970",25242786
"341",21,"Population, male","Middle East","1970",33946118
"342",22,"Population, male","Pakistan","1970",31594424
"343",23,"Population, male","Russia","1970",59420718
"344",24,"Population, male","South Africa","1970",11297621
"345",25,"Population, male","South America_Northern","1970",6252484
"346",26,"Population, male","South America_Southern","1970",19678260
"347",27,"Population, male","South Asia","1970",53455188
"348",28,"Population, male","South Korea","1970",16217206
"349",29,"Population, male","Southeast Asia","1970",91390861
"350",30,"Population, total","Taiwan","1970",0
"351",31,"Population, male","Argentina","1970",11837757
"352",32,"Population, male","Colombia","1970",10450228
"353",1,"Population, male","USA","1971",102981395
"354",2,"Population, male","Africa_Eastern","1971",43463544
"355",3,"Population, male","Africa_Northern","1971",36598014
"356",4,"Population, male","Africa_Southern","1971",22850988
"357",5,"Population, male","Africa_Western","1971",72024744
"358",6,"Population, male","Australia_NZ","1971",7926170
"359",7,"Population, male","Brazil","1971",49299338
"360",8,"Population, male","Canada","1971",11017954
"361",9,"Population, male","Central America and Caribbean","1971",20405090
"362",10,"Population, male","Central Asia","1971",22601254
"363",11,"Population, male","China","1971",430756014
"364",12,"Population, male","EU-12","1971",46670464
"365",13,"Population, male","EU-15","1971",166479465
"366",14,"Population, male","Europe_Eastern","1971",26858705
"367",15,"Population, male","Europe_Non_EU","1971",28067921
"368",16,"Population, male","European Free Trade Association","1971",5091102
"369",17,"Population, male","India","1971",294818942
"370",18,"Population, male","Indonesia","1971",59067130
"371",19,"Population, male","Japan","1971",52036797
"372",20,"Population, male","Mexico","1971",26026688
"373",21,"Population, male","Middle East","1971",35110419
"374",22,"Population, male","Pakistan","1971",32382253
"375",23,"Population, male","Russia","1971",59726190
"376",24,"Population, male","South Africa","1971",11639172
"377",25,"Population, male","South America_Northern","1971",6437353
"378",26,"Population, male","South America_Southern","1971",20111934
"379",27,"Population, male","South Asia","1971",54167106
"380",28,"Population, male","South Korea","1971",16537381
"381",29,"Population, male","Southeast Asia","1971",93642419
"382",30,"Population, total","Taiwan","1971",0
"383",31,"Population, male","Argentina","1971",12014710
"384",32,"Population, male","Colombia","1971",10703420
"385",1,"Population, male","USA","1972",104126756
"386",2,"Population, male","Africa_Eastern","1972",44662187
"387",3,"Population, male","Africa_Northern","1972",37440841
"388",4,"Population, male","Africa_Southern","1972",23551700
"389",5,"Population, male","Africa_Western","1972",73842308
"390",6,"Population, male","Australia_NZ","1972",8068989
"391",7,"Population, male","Brazil","1972",50494031
"392",8,"Population, male","Canada","1972",11143645
"393",9,"Population, male","Central America and Caribbean","1972",20851378
"394",10,"Population, male","Central Asia","1972",23094540
"395",11,"Population, male","China","1972",441454101
"396",12,"Population, male","EU-12","1972",47017377
"397",13,"Population, male","EU-15","1972",167558715
"398",14,"Population, male","Europe_Eastern","1972",27118657
"399",15,"Population, male","Europe_Non_EU","1972",28647101
"400",16,"Population, male","European Free Trade Association","1972",5130141
"401",17,"Population, male","India","1972",301529376
"402",18,"Population, male","Indonesia","1972",60651504
"403",19,"Population, male","Japan","1972",52789115
"404",20,"Population, male","Mexico","1972",26811805
"405",21,"Population, male","Middle East","1972",36314091
"406",22,"Population, male","Pakistan","1972",33192037
"407",23,"Population, male","Russia","1972",60136343
"408",24,"Population, male","South Africa","1972",12008340
"409",25,"Population, male","South America_Northern","1972",6621251
"410",26,"Population, male","South America_Southern","1972",20562145
"411",27,"Population, male","South Asia","1972",54942348
"412",28,"Population, male","South Korea","1972",16852495
"413",29,"Population, male","Southeast Asia","1972",95959126
"414",30,"Population, total","Taiwan","1972",0
"415",31,"Population, male","Argentina","1972",12193317
"416",32,"Population, male","Colombia","1972",10952691
"417",1,"Population, male","USA","1973",105127647
"418",2,"Population, male","Africa_Eastern","1973",45895411
"419",3,"Population, male","Africa_Northern","1973",38305851
"420",4,"Population, male","Africa_Southern","1973",24305510
"421",5,"Population, male","Africa_Western","1973",75754739
"422",6,"Population, male","Australia_NZ","1973",8196983
"423",7,"Population, male","Brazil","1973",51711003
"424",8,"Population, male","Canada","1973",11271483
"425",9,"Population, male","Central America and Caribbean","1973",21295947
"426",10,"Population, male","Central Asia","1973",23598751
"427",11,"Population, male","China","1973",451650972
"428",12,"Population, male","EU-12","1973",47381537
"429",13,"Population, male","EU-15","1973",168520275
"430",14,"Population, male","Europe_Eastern","1973",27351265
"431",15,"Population, male","Europe_Non_EU","1973",29227003
"432",16,"Population, male","European Free Trade Association","1973",5165807
"433",17,"Population, male","India","1973",308465459
"434",18,"Population, male","Indonesia","1973",62261105
"435",19,"Population, male","Japan","1973",53556426
"436",20,"Population, male","Mexico","1973",27618239
"437",21,"Population, male","Middle East","1973",37594497
"438",22,"Population, male","Pakistan","1973",34091252
"439",23,"Population, male","Russia","1973",60559766
"440",24,"Population, male","South Africa","1973",12391239
"441",25,"Population, male","South America_Northern","1973",6804934
"442",26,"Population, male","South America_Southern","1973",21016978
"443",27,"Population, male","South Asia","1973",56298756
"444",28,"Population, male","South Korea","1973",17155860
"445",29,"Population, male","Southeast Asia","1973",98266644
"446",30,"Population, total","Taiwan","1973",0
"447",31,"Population, male","Argentina","1973",12381457
"448",32,"Population, male","Colombia","1973",11204549
"449",1,"Population, male","USA","1974",106068748
"450",2,"Population, male","Africa_Eastern","1974",47245091
"451",3,"Population, male","Africa_Northern","1974",39210294
"452",4,"Population, male","Africa_Southern","1974",25098981
"453",5,"Population, male","Africa_Western","1974",77769785
"454",6,"Population, male","Australia_NZ","1974",8396636
"455",7,"Population, male","Brazil","1974",52942384
"456",8,"Population, male","Canada","1974",11421920
"457",9,"Population, male","Central America and Caribbean","1974",21741148
"458",10,"Population, male","Central Asia","1974",24117425
"459",11,"Population, male","China","1974",461074683
"460",12,"Population, male","EU-12","1974",47778282
"461",13,"Population, male","EU-15","1974",169350148
"462",14,"Population, male","Europe_Eastern","1974",27563305
"463",15,"Population, male","Europe_Non_EU","1974",29804675
"464",16,"Population, male","European Free Trade Association","1974",5193560
"465",17,"Population, male","India","1974",315584063
"466",18,"Population, male","Indonesia","1974",63887234
"467",19,"Population, male","Japan","1974",54293397
"468",20,"Population, male","Mexico","1974",28439513
"469",21,"Population, male","Middle East","1974",38912829
"470",22,"Population, male","Pakistan","1974",35033843
"471",23,"Population, male","Russia","1974",60985519
"472",24,"Population, male","South Africa","1974",12779064
"473",25,"Population, male","South America_Northern","1974",6992452
"474",26,"Population, male","South America_Southern","1974",21477747
"475",27,"Population, male","South Asia","1974",57661799
"476",28,"Population, male","South Korea","1974",17456750
"477",29,"Population, male","Southeast Asia","1974",100524748
"478",30,"Population, total","Taiwan","1974",0
"479",31,"Population, male","Argentina","1974",12580117
"480",32,"Population, male","Colombia","1974",11457953
"481",1,"Population, male","USA","1975",107082935
"482",2,"Population, male","Africa_Eastern","1975",48639730
"483",3,"Population, male","Africa_Northern","1975",40257851
"484",4,"Population, male","Africa_Southern","1975",25926279
"485",5,"Population, male","Africa_Western","1975",79889456
"486",6,"Population, male","Australia_NZ","1975",8505811
"487",7,"Population, male","Brazil","1975",54191033
"488",8,"Population, male","Canada","1975",11580385
"489",9,"Population, male","Central America and Caribbean","1975",22184908
"490",10,"Population, male","Central Asia","1975",24643696
"491",11,"Population, male","China","1975",469243417
"492",12,"Population, male","EU-12","1975",48221118
"493",13,"Population, male","EU-15","1975",170068874
"494",14,"Population, male","Europe_Eastern","1975",27759804
"495",15,"Population, male","Europe_Non_EU","1975",30361644
"496",16,"Population, male","European Free Trade Association","1975",5201776
"497",17,"Population, male","India","1975",322800952
"498",18,"Population, male","Indonesia","1975",65530199
"499",19,"Population, male","Japan","1975",55005885
"500",20,"Population, male","Mexico","1975",29272233
"501",21,"Population, male","Middle East","1975",40293617
"502",22,"Population, male","Pakistan","1975",36033414
"503",23,"Population, male","Russia","1975",61413746
"504",24,"Population, male","South Africa","1975",13167635
"505",25,"Population, male","South America_Northern","1975",7184167
"506",26,"Population, male","South America_Southern","1975",21944920
"507",27,"Population, male","South Asia","1975",58974094
"508",28,"Population, male","South Korea","1975",17754217
"509",29,"Population, male","Southeast Asia","1975",102628093
"510",30,"Population, total","Taiwan","1975",0
"511",31,"Population, male","Argentina","1975",12779176
"512",32,"Population, male","Colombia","1975",11713426
"513",1,"Population, male","USA","1976",108062896
"514",2,"Population, male","Africa_Eastern","1976",50079704
"515",3,"Population, male","Africa_Northern","1976",41435865
"516",4,"Population, male","Africa_Southern","1976",26777144
"517",5,"Population, male","Africa_Western","1976",82062962
"518",6,"Population, male","Australia_NZ","1976",8582418
"519",7,"Population, male","Brazil","1976",55466856
"520",8,"Population, male","Canada","1976",11721886
"521",9,"Population, male","Central America and Caribbean","1976",22628468
"522",10,"Population, male","Central Asia","1976",25176479
"523",11,"Population, male","China","1976",476496685
"524",12,"Population, male","EU-12","1976",48660859
"525",13,"Population, male","EU-15","1976",170668523
"526",14,"Population, male","Europe_Eastern","1976",27935386
"527",15,"Population, male","Europe_Non_EU","1976",30871827
"528",16,"Population, male","European Free Trade Association","1976",5191583
"529",17,"Population, male","India","1976",330077580
"530",18,"Population, male","Indonesia","1976",67192815
"531",19,"Population, male","Japan","1976",55609808
"532",20,"Population, male","Mexico","1976",30106460
"533",21,"Population, male","Middle East","1976",41901120
"534",22,"Population, male","Pakistan","1976",37095743
"535",23,"Population, male","Russia","1976",61932817
"536",24,"Population, male","South Africa","1976",13548594
"537",25,"Population, male","South America_Northern","1976",7380637
"538",26,"Population, male","South America_Southern","1976",22415839
"539",27,"Population, male","South Asia","1976",60215255
"540",28,"Population, male","South Korea","1976",18030838
"541",29,"Population, male","Southeast Asia","1976",104651471
"542",30,"Population, total","Taiwan","1976",0
"543",31,"Population, male","Argentina","1976",12975103
"544",32,"Population, male","Colombia","1976",11970381
"545",1,"Population, male","USA","1977",109103310
"546",2,"Population, male","Africa_Eastern","1977",51486224
"547",3,"Population, male","Africa_Northern","1977",42591902
"548",4,"Population, male","Africa_Southern","1977",27638975
"549",5,"Population, male","Africa_Western","1977",84302781
"550",6,"Population, male","Australia_NZ","1977",8658984
"551",7,"Population, male","Brazil","1977",56776528
"552",8,"Population, male","Canada","1977",11846663
"553",9,"Population, male","Central America and Caribbean","1977",23070533
"554",10,"Population, male","Central Asia","1977",25721596
"555",11,"Population, male","China","1977",482976567
"556",12,"Population, male","EU-12","1977",49068301
"557",13,"Population, male","EU-15","1977",171221189
"558",14,"Population, male","Europe_Eastern","1977",28094362
"559",15,"Population, male","Europe_Non_EU","1977",31363681
"560",16,"Population, male","European Free Trade Association","1977",5187858
"561",17,"Population, male","India","1977",337496325
"562",18,"Population, male","Indonesia","1977",68871718
"563",19,"Population, male","Japan","1977",56157599
"564",20,"Population, male","Mexico","1977",30970506
"565",21,"Population, male","Middle East","1977",43593884
"566",22,"Population, male","Pakistan","1977",38216474
"567",23,"Population, male","Russia","1977",62471246
"568",24,"Population, male","South Africa","1977",13954172
"569",25,"Population, male","South America_Northern","1977",7581426
"570",26,"Population, male","South America_Southern","1977",22897942
"571",27,"Population, male","South Asia","1977",61504945
"572",28,"Population, male","South Korea","1977",18299620
"573",29,"Population, male","Southeast Asia","1977",106858880
"574",30,"Population, total","Taiwan","1977",0
"575",31,"Population, male","Argentina","1977",13175780
"576",32,"Population, male","Colombia","1977",12237835
"577",1,"Population, male","USA","1978",110207898
"578",2,"Population, male","Africa_Eastern","1978",53019715
"579",3,"Population, male","Africa_Northern","1978",43737488
"580",4,"Population, male","Africa_Southern","1978",28474360
"581",5,"Population, male","Africa_Western","1978",86719446
