Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2015,0
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2020,1.219589
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2025,2.439178
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2030,3.658767
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2035,4.878356
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2040,6.097945
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2045,7.317534
Central America and Caribbean,FoodDemand_NonStaples,Protein,Plant,2050,8.537123
Central Asia,FoodDemand_NonStaples,Protein,Plant,2015,0
Central Asia,FoodDemand_NonStaples,Protein,Plant,2020,1.0447679
Central Asia,FoodDemand_NonStaples,Protein,Plant,2025,2.0895358
Central Asia,FoodDemand_NonStaples,Protein,Plant,2030,3.1343037
Central Asia,FoodDemand_NonStaples,Protein,Plant,2035,4.1790716
Central Asia,FoodDemand_NonStaples,Protein,Plant,2040,5.2238395
Central Asia,FoodDemand_NonStaples,Protein,Plant,2045,6.2686074
Central Asia,FoodDemand_NonStaples,Protein,Plant,2050,7.3133753
China,FoodDemand_NonStaples,Protein,Plant,2015,0
China,FoodDemand_NonStaples,Protein,Plant,2020,1.0967551
China,FoodDemand_NonStaples,Protein,Plant,2025,2.1935102
China,FoodDemand_NonStaples,Protein,Plant,2030,3.2902653
China,FoodDemand_NonStaples,Protein,Plant,2035,4.3870204
China,FoodDemand_NonStaples,Protein,Plant,2040,5.4837755
China,FoodDemand_NonStaples,Protein,Plant,2045,6.5805306
China,FoodDemand_NonStaples,Protein,Plant,2050,7.6772857
Colombia,FoodDemand_NonStaples,Protein,Plant,2015,0
Colombia,FoodDemand_NonStaples,Protein,Plant,2020,1.0828705
Colombia,FoodDemand_NonStaples,Protein,Plant,2025,2.165741
Colombia,FoodDemand_NonStaples,Protein,Plant,2030,3.2486115
Colombia,FoodDemand_NonStaples,Protein,Plant,2035,4.331482
Colombia,FoodDemand_NonStaples,Protein,Plant,2040,5.4143525
Colombia,FoodDemand_NonStaples,Protein,Plant,2045,6.497223
Colombia,FoodDemand_NonStaples,Protein,Plant,2050,7.5800935
EU-12,FoodDemand_NonStaples,Protein,Plant,2015,0
EU-12,FoodDemand_NonStaples,Protein,Plant,2020,1.0401336
EU-12,FoodDemand_NonStaples,Protein,Plant,2025,2.0802672
EU-12,FoodDemand_NonStaples,Protein,Plant,2030,3.1204008
EU-12,FoodDemand_NonStaples,Protein,Plant,2035,4.1605344
EU-12,FoodDemand_NonStaples,Protein,Plant,2040,5.200668
EU-12,FoodDemand_NonStaples,Protein,Plant,2045,6.2408016
EU-12,FoodDemand_NonStaples,Protein,Plant,2050,7.2809352
EU-15,FoodDemand_NonStaples,Protein,Plant,2015,0
EU-15,FoodDemand_NonStaples,Protein,Plant,2020,1.0713613
EU-15,FoodDemand_NonStaples,Protein,Plant,2025,2.1427226
EU-15,FoodDemand_NonStaples,Protein,Plant,2030,3.2140839
EU-15,FoodDemand_NonStaples,Protein,Plant,2035,4.2854452
EU-15,FoodDemand_NonStaples,Protein,Plant,2040,5.3568065
EU-15,FoodDemand_NonStaples,Protein,Plant,2045,6.4281678
EU-15,FoodDemand_NonStaples,Protein,Plant,2050,7.4995291
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2015,0
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2020,1.0408372
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2025,2.0816744
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2030,3.1225116
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2035,4.1633488
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2040,5.204186
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2045,6.2450232
Europe_Eastern,FoodDemand_NonStaples,Protein,Plant,2050,7.2858604
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2015,0
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2020,1.224088
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2025,2.448176
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2030,3.672264
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2035,4.896352
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2040,6.12044
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2045,7.344528
Europe_Non_EU,FoodDemand_NonStaples,Protein,Plant,2050,8.568616
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2015,0
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2020,1.0611689
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2025,2.1223378
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2030,3.1835067
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2035,4.2446756
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2040,5.3058445
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2045,6.3670134
European Free Trade Association,FoodDemand_NonStaples,Protein,Plant,2050,7.4281823
India,FoodDemand_NonStaples,Protein,Plant,2015,0
India,FoodDemand_NonStaples,Protein,Plant,2020,1.48039
India,FoodDemand_NonStaples,Protein,Plant,2025,2.96078
India,FoodDemand_NonStaples,Protein,Plant,2030,4.44117
India,FoodDemand_NonStaples,Protein,Plant,2035,5.92156
India,FoodDemand_NonStaples,Protein,Plant,2040,7.40195
India,FoodDemand_NonStaples,Protein,Plant,2045,8.88234
India,FoodDemand_NonStaples,Protein,Plant,2050,10.36273
Indonesia,FoodDemand_NonStaples,Protein,Plant,2015,0
Indonesia,FoodDemand_NonStaples,Protein,Plant,2020,1.171436
Indonesia,FoodDemand_NonStaples,Protein,Plant,2025,2.342872
Indonesia,FoodDemand_NonStaples,Protein,Plant,2030,3.514308
Indonesia,FoodDemand_NonStaples,Protein,Plant,2035,4.685744
Indonesia,FoodDemand_NonStaples,Protein,Plant,2040,5.85718
Indonesia,FoodDemand_NonStaples,Protein,Plant,2045,7.028616
Indonesia,FoodDemand_NonStaples,Protein,Plant,2050,8.200052
Japan,FoodDemand_NonStaples,Protein,Plant,2015,0
Japan,FoodDemand_NonStaples,Protein,Plant,2020,1.0502645
Japan,FoodDemand_NonStaples,Protein,Plant,2025,2.100529
Japan,FoodDemand_NonStaples,Protein,Plant,2030,3.1507935
Japan,FoodDemand_NonStaples,Protein,Plant,2035,4.201058
Japan,FoodDemand_NonStaples,Protein,Plant,2040,5.2513225
Japan,FoodDemand_NonStaples,Protein,Plant,2045,6.301587
Japan,FoodDemand_NonStaples,Protein,Plant,2050,7.3518515
Mexico,FoodDemand_NonStaples,Protein,Plant,2015,0
Mexico,FoodDemand_NonStaples,Protein,Plant,2020,1.145004
Mexico,FoodDemand_NonStaples,Protein,Plant,2025,2.290008
Mexico,FoodDemand_NonStaples,Protein,Plant,2030,3.435012
Mexico,FoodDemand_NonStaples,Protein,Plant,2035,4.580016
Mexico,FoodDemand_NonStaples,Protein,Plant,2040,5.72502
Mexico,FoodDemand_NonStaples,Protein,Plant,2045,6.870024
Mexico,FoodDemand_NonStaples,Protein,Plant,2050,8.015028
Middle East,FoodDemand_NonStaples,Protein,Plant,2015,0
Middle East,FoodDemand_NonStaples,Protein,Plant,2020,1.254465
Middle East,FoodDemand_NonStaples,Protein,Plant,2025,2.50893
Middle East,FoodDemand_NonStaples,Protein,Plant,2030,3.763395
Middle East,FoodDemand_NonStaples,Protein,Plant,2035,5.01786
Middle East,FoodDemand_NonStaples,Protein,Plant,2040,6.272325
Middle East,FoodDemand_NonStaples,Protein,Plant,2045,7.52679
Middle East,FoodDemand_NonStaples,Protein,Plant,2050,8.781255
Pakistan,FoodDemand_NonStaples,Protein,Plant,2015,0
Pakistan,FoodDemand_NonStaples,Protein,Plant,2020,1.0788264
Pakistan,FoodDemand_NonStaples,Protein,Plant,2025,2.1576528
Pakistan,FoodDemand_NonStaples,Protein,Plant,2030,3.2364792
Pakistan,FoodDemand_NonStaples,Protein,Plant,2035,4.3153056
Pakistan,FoodDemand_NonStaples,Protein,Plant,2040,5.394132
Pakistan,FoodDemand_NonStaples,Protein,Plant,2045,6.4729584
Pakistan,FoodDemand_NonStaples,Protein,Plant,2050,7.5517848
Russia,FoodDemand_NonStaples,Protein,Plant,2015,0
Russia,FoodDemand_NonStaples,Protein,Plant,2020,1.0305017
Russia,FoodDemand_NonStaples,Protein,Plant,2025,2.0610034
Russia,FoodDemand_NonStaples,Protein,Plant,2030,3.0915051
Russia,FoodDemand_NonStaples,Protein,Plant,2035,4.1220068
Russia,FoodDemand_NonStaples,Protein,Plant,2040,5.1525085
Russia,FoodDemand_NonStaples,Protein,Plant,2045,6.1830102
Russia,FoodDemand_NonStaples,Protein,Plant,2050,7.2135119
South Africa,FoodDemand_NonStaples,Protein,Plant,2015,0
South Africa,FoodDemand_NonStaples,Protein,Plant,2020,1.049246
South Africa,FoodDemand_NonStaples,Protein,Plant,2025,2.098492
South Africa,FoodDemand_NonStaples,Protein,Plant,2030,3.147738
South Africa,FoodDemand_NonStaples,Protein,Plant,2035,4.196984
South Africa,FoodDemand_NonStaples,Protein,Plant,2040,5.24623
South Africa,FoodDemand_NonStaples,Protein,Plant,2045,6.295476
South Africa,FoodDemand_NonStaples,Protein,Plant,2050,7.344722
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2015,0
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2020,1.0686647
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2025,2.1373294
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2030,3.2059941
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2035,4.2746588
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2040,5.3433235
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2045,6.4119882
South America_Northern,FoodDemand_NonStaples,Protein,Plant,2050,7.4806529
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2015,0
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2020,1.0975354
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2025,2.1950708
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2030,3.2926062
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2035,4.3901416
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2040,5.487677
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2045,6.5852124
South America_Southern,FoodDemand_NonStaples,Protein,Plant,2050,7.6827478
South Asia,FoodDemand_NonStaples,Protein,Plant,2015,0
South Asia,FoodDemand_NonStaples,Protein,Plant,2020,1.271784
South Asia,FoodDemand_NonStaples,Protein,Plant,2025,2.543568
South Asia,FoodDemand_NonStaples,Protein,Plant,2030,3.815352
South Asia,FoodDemand_NonStaples,Protein,Plant,2035,5.087136
South Asia,FoodDemand_NonStaples,Protein,Plant,2040,6.35892
South Asia,FoodDemand_NonStaples,Protein,Plant,2045,7.630704
South Asia,FoodDemand_NonStaples,Protein,Plant,2050,8.902488
South Korea,FoodDemand_NonStaples,Protein,Plant,2015,0
South Korea,FoodDemand_NonStaples,Protein,Plant,2020,1.0713501
South Korea,FoodDemand_NonStaples,Protein,Plant,2025,2.1427002
South Korea,FoodDemand_NonStaples,Protein,Plant,2030,3.2140503
South Korea,FoodDemand_NonStaples,Protein,Plant,2035,4.2854004
South Korea,FoodDemand_NonStaples,Protein,Plant,2040,5.3567505
South Korea,FoodDemand_NonStaples,Protein,Plant,2045,6.4281006
South Korea,FoodDemand_NonStaples,Protein,Plant,2050,7.4994507
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2015,0
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2020,1.116607
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2025,2.233214
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2030,3.349821
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2035,4.466428
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2040,5.583035
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2045,6.699642
Southeast Asia,FoodDemand_NonStaples,Protein,Plant,2050,7.816249
Taiwan,FoodDemand_NonStaples,Protein,Plant,2015,0
Taiwan,FoodDemand_NonStaples,Protein,Plant,2020,1.109187
Taiwan,FoodDemand_NonStaples,Protein,Plant,2025,2.218374
Taiwan,FoodDemand_NonStaples,Protein,Plant,2030,3.327561
Taiwan,FoodDemand_NonStaples,Protein,Plant,2035,4.436748
Taiwan,FoodDemand_NonStaples,Protein,Plant,2040,5.545935
Taiwan,FoodDemand_NonStaples,Protein,Plant,2045,6.655122
Taiwan,FoodDemand_NonStaples,Protein,Plant,2050,7.764309
USA,FoodDemand_NonStaples,Protein,Plant,2015,0
USA,FoodDemand_NonStaples,Protein,Plant,2020,1.107285
USA,FoodDemand_NonStaples,Protein,Plant,2025,2.21457
USA,FoodDemand_NonStaples,Protein,Plant,2030,3.321855
USA,FoodDemand_NonStaples,Protein,Plant,2035,4.42914
USA,FoodDemand_NonStaples,Protein,Plant,2040,5.536425
USA,FoodDemand_NonStaples,Protein,Plant,2045,6.64371
USA,FoodDemand_NonStaples,Protein,Plant,2050,7.750995
